,Symbol,7 Day Average Funding Rate (Annualized %),Current Funding Rate (Annualized %)
0,BTC/USDT:USDT,10.204357142857143,10.950000000000001
1,ETH/USDT:USDT,8.597314285714287,9.636
2,LINK/USDT:USDT,10.950000000000001,10.950000000000001
3,BCH/USDT:USDT,0.969857142857143,10.950000000000001
4,ADA/USDT:USDT,10.777928571428571,10.950000000000001
5,XRP/USDT:USDT,10.074,10.950000000000001
6,LTC/USDT:USDT,10.725785714285715,10.950000000000001
7,DOT/USDT:USDT,10.950000000000001,10.950000000000001
8,AVAX/USDT:USDT,10.032285714285715,10.950000000000001
9,THETA/USDT:USDT,10.950000000000001,10.950000000000001
10,ALGO/USDT:USDT,10.950000000000001,10.950000000000001
11,AXS/USDT:USDT,10.950000000000001,10.950000000000001
12,DYDX/USDT:USDT,10.882214285714287,10.950000000000001
13,CELR/USDT:USDT,10.950000000000001,10.950000000000001
14,SHIB/USDT:USDT,8.984214285714286,10.950000000000001
15,ICP/USDT:USDT,10.950000000000001,10.950000000000001
16,SAND/USDT:USDT,10.950000000000001,10.950000000000001
17,KSM/USDT:USDT,10.950000000000001,10.950000000000001
18,VET/USDT:USDT,10.950000000000001,10.950000000000001
19,SUSHI/USDT:USDT,10.950000000000001,10.950000000000001
20,SOL/USDT:USDT,9.557785714285716,10.950000000000001
21,NEAR/USDT:USDT,10.950000000000001,10.950000000000001
22,ATOM/USDT:USDT,4.783585714285714,10.950000000000001
23,BSV/USDT:USDT,8.790675250726636,10.94923963613638
24,UNI/USDT:USDT,10.950000000000001,10.950000000000001
25,FIL/USDT:USDT,10.950000000000001,10.950000000000001
26,AAVE/USDT:USDT,9.933214285714286,10.950000000000001
27,DOGE/USDT:USDT,10.2565,10.950000000000001
28,ENJ/USDT:USDT,10.950000000000001,10.950000000000001
29,MANA/USDT:USDT,10.950000000000001,10.950000000000001
30,CHZ/USDT:USDT,8.884100000000002,10.950000000000001
31,TRX/USDT:USDT,-1.3661428571428573,-2.0805000000000002
32,SKL/USDT:USDT,-215.37085714285715,-40.296
33,ZRX/USDT:USDT,-8.780857142857142,10.950000000000001
34,ALPHA/USDT:USDT,26.791000000000004,10.950000000000001
35,SNX/USDT:USDT,10.637142857142857,10.950000000000001
36,CRV/USDT:USDT,10.950000000000001,10.950000000000001
37,LRC/USDT:USDT,-16.816071428571426,10.950000000000001
38,YFI/USDT:USDT,10.8405,10.950000000000001
39,1INCH/USDT:USDT,10.950000000000001,10.950000000000001
40,COMP/USDT:USDT,10.950000000000001,10.950000000000001
41,GRT/USDT:USDT,10.53807142857143,10.950000000000001
42,MASK/USDT:USDT,10.949239636136381,10.94923963613638
43,CVC/USDT:USDT,7.461124723481503,10.94923963613638
44,AR/USDT:USDT,10.950000000000001,10.950000000000001
45,ENS/USDT:USDT,10.950000000000001,10.950000000000001
46,BAT/USDT:USDT,2.2723857142857145,7.664999999999999
47,STORJ/USDT:USDT,10.950000000000001,10.950000000000001
48,IMX/USDT:USDT,10.949239636136381,10.94923963613638
49,XLM/USDT:USDT,10.950000000000001,10.950000000000001
50,ONT/USDT:USDT,10.428571428571429,10.950000000000001
51,ONE/USDT:USDT,10.950000000000001,10.950000000000001
52,EGLD/USDT:USDT,10.950000000000001,10.950000000000001
53,HBAR/USDT:USDT,12.316142857142857,21.462
54,CELO/USDT:USDT,10.950000000000001,10.950000000000001
55,KAVA/USDT:USDT,11.664357142857144,10.950000000000001
56,BNB/USDT:USDT,8.945628571428573,1.0950000000000002
57,GALA/USDT:USDT,10.950000000000001,10.950000000000001
58,YGG/USDT:USDT,10.949239636136381,10.94923963613638
59,CHR/USDT:USDT,10.950000000000001,10.950000000000001
60,APE/USDT:USDT,18.93307142857143,49.494
61,RSR/USDT:USDT,10.950000000000001,10.950000000000001
62,KNC/USDT:USDT,10.950000000000001,10.950000000000001
63,ZIL/USDT:USDT,10.950000000000001,10.950000000000001
64,FLOW/USDT:USDT,10.950000000000001,10.950000000000001
65,GMT/USDT:USDT,9.406571428571429,10.950000000000001
66,RUNE/USDT:USDT,10.950000000000001,10.950000000000001
67,RVN/USDT:USDT,10.949239636136381,10.94923963613638
68,NEO/USDT:USDT,10.950000000000001,10.950000000000001
69,IOST/USDT:USDT,10.355571428571428,10.950000000000001
70,ETC/USDT:USDT,10.950000000000001,10.950000000000001
71,ROSE/USDT:USDT,10.950000000000001,10.950000000000001
72,MINA/USDT:USDT,10.950000000000001,10.950000000000001
73,CFX/USDT:USDT,10.8405,10.950000000000001
74,API3/USDT:USDT,-38.28657916087802,11.39116421228119
75,AGLD/USDT:USDT,10.950000000000001,10.950000000000001
76,SLP/USDT:USDT,13.457136905175235,10.94923963613638
77,JASMY/USDT:USDT,10.950000000000001,10.950000000000001
78,CTK/USDT:USDT,3.936512345372841,10.94923963613638
79,BAKE/USDT:USDT,26.061,114.8655
80,MTL/USDT:USDT,10.950000000000001,10.950000000000001
81,PEOPLE/USDT:USDT,10.950000000000001,10.950000000000001
82,ANKR/USDT:USDT,10.950000000000001,10.950000000000001
83,WOO/USDT:USDT,10.950000000000001,10.950000000000001
84,CRO/USDT:USDT,11.836428571428572,10.950000000000001
85,HOT/USDT:USDT,10.950000000000001,10.950000000000001
86,LUNC/USDT:USDT,10.950000000000001,10.950000000000001
87,LUNA/USDT:USDT,10.950000000000001,10.950000000000001
88,OP/USDT:USDT,10.950000000000001,10.950000000000001
89,FLM/USDT:USDT,0.9896027061612784,-135.33260190264565
90,KDA/USDT:USDT,10.949239636136381,10.94923963613638
91,ICX/USDT:USDT,10.950000000000001,10.950000000000001
92,LDO/USDT:USDT,10.950000000000001,10.950000000000001
93,PERP/USDT:USDT,10.949239636136381,10.94923963613638
94,STG/USDT:USDT,8.149928571428573,10.950000000000001
95,INJ/USDT:USDT,10.950000000000001,10.950000000000001
96,APT/USDT:USDT,10.950000000000001,10.950000000000001
97,ETHW/USDT:USDT,10.949239636136381,10.94923963613638
98,QNT/USDT:USDT,10.950000000000001,10.950000000000001
99,ARPA/USDT:USDT,10.950000000000001,10.950000000000001
100,SFP/USDT:USDT,12.086714285714287,10.950000000000001
101,TONCOIN/USDT:USDT,10.2453599452419,10.94923963613638
102,MAGIC/USDT:USDT,-0.19291517454145024,10.94923963613638
103,FET/USDT:USDT,11.747785714285717,10.950000000000001
104,HOOK/USDT:USDT,10.950000000000001,10.950000000000001
105,GTC/USDT:USDT,18.58892857142857,10.950000000000001
106,FXS/USDT:USDT,10.950000000000001,10.950000000000001
107,USTC/USDT:USDT,10.949239636136381,10.94923963613638
108,GMX/USDT:USDT,10.950000000000001,10.950000000000001
109,HIGH/USDT:USDT,10.950000000000001,10.950000000000001
110,CORE/USDT:USDT,7.356314285714285,10.950000000000001
111,COTI/USDT:USDT,10.950000000000001,10.950000000000001
112,METIS/USDT:USDT,10.949239636136381,10.94923963613638
113,ASTR/USDT:USDT,10.950000000000001,10.950000000000001
114,DUSK/USDT:USDT,10.950000000000001,10.950000000000001
115,BLUR/USDT:USDT,10.950000000000001,10.950000000000001
116,PHB/USDT:USDT,10.950000000000001,10.950000000000001
117,STX/USDT:USDT,10.741428571428573,10.950000000000001
118,ACH/USDT:USDT,10.950000000000001,10.950000000000001
119,TRB/USDT:USDT,10.949239636136381,10.94923963613638
120,FLOKI/USDT:USDT,10.746642857142856,10.950000000000001
121,ILV/USDT:USDT,12.78454075609829,10.94923963613638
122,RLC/USDT:USDT,-5.026571428571429,10.950000000000001
123,LPT/USDT:USDT,-16.575063239655975,-6.1315741962363735
124,ATA/USDT:USDT,10.950000000000001,10.950000000000001
125,CKB/USDT:USDT,10.950000000000001,10.950000000000001
126,QTUM/USDT:USDT,2.078414285714286,10.950000000000001
127,SUN/USDT:USDT,10.792821927048719,10.94923963613638
128,BSW/USDT:USDT,38.43704504647494,58.030970071522816
129,IOTA/USDT:USDT,10.950000000000001,10.950000000000001
130,SSV/USDT:USDT,9.682928571428572,10.950000000000001
131,TLM/USDT:USDT,10.950000000000001,10.950000000000001
132,XCN/USDT:USDT,15.500994970587358,10.94923963613638
133,TWT/USDT:USDT,10.949239636136381,10.94923963613638
134,SXP/USDT:USDT,10.950000000000001,10.950000000000001
135,TRU/USDT:USDT,12.639428571428567,10.950000000000001
136,LQTY/USDT:USDT,11.977214285714286,10.950000000000001
137,ID/USDT:USDT,10.950000000000001,10.950000000000001
138,ARB/USDT:USDT,10.548499999999999,10.950000000000001
139,JOE/USDT:USDT,10.950000000000001,10.950000000000001
140,EDU/USDT:USDT,10.950000000000001,10.950000000000001
141,SUI/USDT:USDT,10.950000000000001,10.950000000000001
142,TURBO/USDT:USDT,10.949239636136381,10.94923963613638
143,ORDI/USDT:USDT,10.949239636136381,10.94923963613638
144,UMA/USDT:USDT,10.949239636136381,10.94923963613638
145,NMR/USDT:USDT,-116.82838691757517,5.47461981806819
146,MAV/USDT:USDT,-5.3707142857142856,10.950000000000001
147,WLD/USDT:USDT,10.950000000000001,10.950000000000001
148,PENDLE/USDT:USDT,10.950000000000001,10.950000000000001
149,ARKM/USDT:USDT,10.950000000000001,10.950000000000001
150,OXT/USDT:USDT,10.950000000000001,10.950000000000001
151,BNT/USDT:USDT,10.950000000000001,10.950000000000001
152,CYBER/USDT:USDT,11.069159879770254,10.94923963613638
153,SEI/USDT:USDT,10.058357142857142,10.950000000000001
154,1000PEPE/USDT:USDT,10.658000000000003,10.950000000000001
155,HIFI/USDT:USDT,42.77502951183945,105.76965488507741
156,ARK/USDT:USDT,10.949239636136381,10.94923963613638
157,KAS/USDT:USDT,18.201807414167668,10.94923963613638
158,BIGTIME/USDT:USDT,10.949239636136381,10.94923963613638
159,POLYX/USDT:USDT,10.949239636136381,10.94923963613638
160,POWR/USDT:USDT,10.949239636136381,10.94923963613638
161,GAS/USDT:USDT,9.859529596158996,10.94923963613638
162,TIA/USDT:USDT,12.544700268830539,10.94923963613638
163,SNT/USDT:USDT,44.2502917477077,11.39116421228119
164,CAKE/USDT:USDT,10.949239636136381,10.94923963613638
165,MEME/USDT:USDT,10.949239636136381,10.94923963613638
166,TOKEN/USDT:USDT,13.978529268800779,39.24207485591278
167,10000SATS/USDT:USDT,9.218857142857143,10.950000000000001
168,NTRN/USDT:USDT,-4.896917079171089,10.94923963613638
169,BEAM/USDT:USDT,10.949239636136381,10.94923963613638
170,RATS/USDT:USDT,42.879307984564576,55.359355600305534
171,PYTH/USDT:USDT,11.329856061583026,10.94923963613638
172,1000BONK/USDT:USDT,9.385714285714286,10.950000000000001
173,SUPER/USDT:USDT,5.542400825339511,10.94923963613638
174,ONG/USDT:USDT,10.949239636136381,10.94923963613638
175,AXL/USDT:USDT,15.365432956044717,65.25746823137283
176,JTO/USDT:USDT,10.949239636136381,10.94923963613638
177,CTC/USDT:USDT,11.48707142857143,10.950000000000001
178,AUCTION/USDT:USDT,10.949239636136381,10.94923963613638
179,ACE/USDT:USDT,10.949239636136381,10.94923963613638
180,MOVR/USDT:USDT,10.949239636136381,10.94923963613638
181,NFP/USDT:USDT,10.32356879978573,10.94923963613638
182,CETUS/USDT:USDT,10.949239636136381,10.94923963613638
183,XAI/USDT:USDT,11.189080123404128,10.94923963613638
184,WIF/USDT:USDT,10.949239636136381,10.94923963613638
185,MANTA/USDT:USDT,10.949239636136381,10.94923963613638
186,ONDO/USDT:USDT,11.4028509924906,23.43137282133185
187,ALT/USDT:USDT,10.949239636136381,10.94923963613638
188,TAO/USDT:USDT,10.949239636136381,10.94923963613638
189,JUP/USDT:USDT,10.51648397432718,10.94923963613638
190,ZETA/USDT:USDT,10.949239636136381,10.94923963613638
191,DYM/USDT:USDT,12.06501929429504,10.94923963613638
192,OM/USDT:USDT,6.084648883510075,10.94923963613638
193,PIXEL/USDT:USDT,10.949239636136381,10.94923963613638
194,MAVIA/USDT:USDT,10.949239636136381,10.94923963613638
195,STRK/USDT:USDT,10.949239636136381,10.94923963613638
196,GLM/USDT:USDT,8.550834763458887,10.94923963613638
197,PORTAL/USDT:USDT,10.949239636136381,10.94923963613638
198,MYRO/USDT:USDT,27.957058537601558,109.62378723699744
199,AEVO/USDT:USDT,10.949239636136381,10.94923963613638
200,VANRY/USDT:USDT,10.949239636136381,10.94923963613638
201,BOME/USDT:USDT,10.949239636136381,10.94923963613638
202,SLERF/USDT:USDT,20.761843919569078,10.94923963613638
203,ETHFI/USDT:USDT,4.745713293719682,10.94923963613638
204,DEGEN/USDT:USDT,10.479986508873392,10.94923963613638
205,ENA/USDT:USDT,6.256708363506503,5.47461981806819
206,W/USDT:USDT,10.78760800341246,10.94923963613638
207,TNSR/USDT:USDT,10.949239636136381,10.94923963613638
208,SAGA/USDT:USDT,10.949239636136381,10.94923963613638
209,OMNINETWORK/USDT:USDT,-2.111639072683444,-0.17518783417818207
210,MERL/USDT:USDT,-133.747569117224,10.94923963613638
211,MEW/USDT:USDT,10.21929032706062,10.94923963613638
212,REZ/USDT:USDT,9.249500530717112,10.94923963613638
213,BB/USDT:USDT,-4.054347019552213,10.94923963613638
214,NOT/USDT:USDT,10.949239636136381,10.94923963613638
215,DOG/USDT:USDT,35.97398752070789,14.015026734254565
216,IO/USDT:USDT,10.949239636136381,10.94923963613638
217,1000000BABYDOGE/USDT:USDT,5.4750000000000005,5.4750000000000005
218,BRETT/USDT:USDT,10.949239636136381,10.94923963613638
219,ATH/USDT:USDT,10.949239636136381,10.94923963613638
220,BTC/USDC:USDC,11.226357142857143,12.045
221,ZK/USDT:USDT,10.949239636136381,10.94923963613638
222,LISTA/USDT:USDT,10.949239636136381,10.94923963613638
223,ZRO/USDT:USDT,10.442446258692353,10.94923963613638
224,ETH/USDC:USDC,9.490000000000002,10.621500000000001
225,BLAST/USDT:USDT,-34.987857142857145,-25.5135
226,SOL/USDC:USDC,10.506785714285714,12.045
227,DOGE/USDC:USDC,11.320214285714286,12.045
228,XRP/USDC:USDC,11.090785714285714,12.045
229,BNB/USDC:USDC,9.860214285714285,1.533
230,ORDI/USDC:USDC,12.044163599750016,12.044163599750016
231,1000PEPE/USDC:USDC,11.711285714285715,12.045
232,WIF/USDC:USDC,12.044163599750016,12.044163599750016
233,PRCL/USDT:USDT,10.950000000000001,10.950000000000001
234,BANANA/USDT:USDT,10.949239636136381,10.94923963613638
235,RENDER/USDT:USDT,10.949239636136381,10.94923963613638
236,PONKE/USDT:USDT,10.949239636136381,10.94923963613638
237,RARE/USDT:USDT,10.949239636136381,10.94923963613638
238,G/USDT:USDT,11.241219359766681,10.94923963613638
239,SYN/USDT:USDT,10.949239636136381,10.94923963613638
240,VOXEL/USDT:USDT,10.949239636136381,10.94923963613638
241,CATI/USDT:USDT,9.353779003442222,10.94923963613638
242,POPCAT/USDT:USDT,10.949239636136381,10.94923963613638
243,DOGS/USDT:USDT,10.949239636136381,10.94923963613638
244,MBOX/USDT:USDT,10.949239636136381,10.94923963613638
245,CHESS/USDT:USDT,10.949239636136381,10.94923963613638
246,ORDER/USDT:USDT,25.310142857142857,97.674
247,SWELL/USDT:USDT,10.949239636136381,10.94923963613638
248,FLUX/USDT:USDT,10.949239636136381,10.94923963613638
249,POL/USDT:USDT,10.949239636136381,10.94923963613638
250,QUICK/USDT:USDT,10.933597865227613,10.94923963613638
251,NEIROETH/USDT:USDT,33.20643685458351,222.26956461356852
252,AERGO/USDT:USDT,22.07575267590544,43.35898895910007
253,NEIROCTO/USDT:USDT,10.949239636136381,10.94923963613638
254,RPL/USDT:USDT,16.397789836023293,10.94923963613638
255,FIDA/USDT:USDT,10.949239636136381,10.94923963613638
256,FIO/USDT:USDT,10.792821927048719,10.94923963613638
257,GHST/USDT:USDT,11.157796581586595,10.94923963613638
258,HMSTR/USDT:USDT,10.949239636136381,10.94923963613638
259,EIGEN/USDT:USDT,10.808463697957484,10.94923963613638
260,COS/USDT:USDT,10.949239636136381,10.94923963613638
261,DIA/USDT:USDT,9.92731060343032,10.94923963613638
262,PUFFER/USDT:USDT,10.949239636136381,10.94923963613638
263,CARV/USDT:USDT,99.06454908885296,21.89847927227276
264,DBR/USDT:USDT,-65.21003389830507,7.886190608502362
265,1000CAT/USDT:USDT,5.4750000000000005,5.4750000000000005
266,SCR/USDT:USDT,10.949239636136381,10.94923963613638
267,GOAT/USDT:USDT,10.641618141597311,10.94923963613638
268,SAFE/USDT:USDT,10.949239636136381,10.94923963613638
269,SANTOS/USDT:USDT,10.949239636136381,10.94923963613638
270,GRASS/USDT:USDT,7.940805698017002,10.94923963613638
271,MOODENG/USDT:USDT,10.865816857956293,10.94923963613638
272,KAIA/USDT:USDT,10.949239636136381,10.94923963613638
273,COW/USDT:USDT,10.949239636136381,10.94923963613638
274,1000000MOG/USDT:USDT,8.713071428571427,5.4750000000000005
275,DRIFT/USDT:USDT,10.949239636136381,10.94923963613638
276,X/USDT:USDT,10.167151090698066,10.94923963613638
277,SPX/USDT:USDT,10.949239636136381,10.94923963613638
278,ACT/USDT:USDT,12.30485978156279,10.94923963613638
279,PNUT/USDT:USDT,10.949239636136381,10.94923963613638
280,HIPPO/USDT:USDT,47.26421776265537,65.69543781681826
281,RAY/USDT:USDT,11.3515,10.950000000000001
282,AKT/USDT:USDT,38.37447796283988,23.869342406777307
283,CHILLGUY/USDT:USDT,10.949239636136381,10.94923963613638
284,1000CHEEMS/USDT:USDT,11.539214285714287,5.4750000000000005
285,ZRC/USDT:USDT,10.949239636136381,10.94923963613638
286,THE/USDT:USDT,10.949239636136381,10.94923963613638
287,MORPHO/USDT:USDT,11.090015574315274,12.569727102284563
288,AERO/USDT:USDT,20.203954090489745,10.94923963613638
289,MOVE/USDT:USDT,9.270356225262136,10.94923963613638
290,ME/USDT:USDT,10.949239636136381,10.94923963613638
291,DEGO/USDT:USDT,10.949239636136381,10.94923963613638
292,AVA/USDT:USDT,10.949239636136381,10.94923963613638
293,VELODROME/USDT:USDT,10.949239636136381,10.94923963613638
294,VANA/USDT:USDT,10.949239636136381,10.94923963613638
295,PENGU/USDT:USDT,10.949239636136381,10.94923963613638
296,LUMIA/USDT:USDT,21.205027428650794,72.48396639122284
297,USUAL/USDT:USDT,4.3796958544545515,10.94923963613638
298,HYPE/USDT:USDT,12.581197734284327,18.832692174154573
299,HIVE/USDT:USDT,10.949239636136381,10.94923963613638
300,PHA/USDT:USDT,10.949239636136381,10.94923963613638
301,DF/USDT:USDT,10.949239636136381,10.94923963613638
302,AIXBT/USDT:USDT,10.949239636136381,10.94923963613638
303,VIRTUAL/USDT:USDT,10.949239636136381,10.94923963613638
304,CGPT/USDT:USDT,10.949239636136381,10.94923963613638
305,FARTCOIN/USDT:USDT,27.06547759580188,44.891882508159156
306,KMNO/USDT:USDT,10.714613072504886,10.94923963613638
307,GRIFFAIN/USDT:USDT,40.387052486434484,58.68792444969099
308,AI16Z/USDT:USDT,10.949239636136381,10.94923963613638
309,ZEREBRO/USDT:USDT,47.35285446447172,10.94923963613638
310,FUEL/USDT:USDT,10.693757377959866,10.94923963613638
311,BIO/USDT:USDT,-157.57311456545676,-9.854315672522745
312,SUI/USDC:USDC,12.045,12.045
313,ALCH/USDT:USDT,24.83391827948456,29.124977432122773
314,COOKIE/USDT:USDT,10.949239636136381,10.94923963613638
315,SWARMS/USDT:USDT,59.8475010663942,86.28000833275465
316,SONIC/USDT:USDT,1.8405150435981632,10.94923963613638
317,WLD/USDC:USDC,12.045,12.045
318,D/USDT:USDT,10.401777654329562,10.94923963613638
319,PROM/USDT:USDT,10.949239636136381,10.94923963613638
320,S/USDT:USDT,10.949239636136381,18.832692174154573
321,SOLV/USDT:USDT,18.624135228704354,17.73776821054094
322,TRUMP/USDT:USDT,9.20778914162707,10.94923963613638
323,MELANIA/USDT:USDT,23.03511462497644,51.89939587528644
324,ARC/USDT:USDT,43.915836003452135,15.54792028331366
325,AVAAI/USDT:USDT,34.151199817473,131.17189084091382
326,VTHO/USDT:USDT,10.949239636136381,10.94923963613638
327,VINE/USDT:USDT,10.949239636136381,10.94923963613638
328,ANIME/USDT:USDT,10.949239636136381,10.94923963613638
329,TOSHI/USDT:USDT,9.781320741615167,10.94923963613638
330,VVV/USDT:USDT,12.080661065203806,10.94923963613638
331,FORTH/USDT:USDT,10.949239636136381,10.94923963613638
332,BERA/USDT:USDT,-15.00150108623409,-50.62928407749462
333,TST/USDT:USDT,19.004751654151004,10.94923963613638
334,LAYER/USDT:USDT,10.949239636136381,10.94923963613638
335,HEI/USDT:USDT,40.18892338825676,22.117464064995488
336,IP/USDT:USDT,-35.7419683245346,43.81217004723535
